domain,url,path,http_status,redirect_target,canonical,title,meta_description,h1,robots_meta,content_type,word_count_aprox,page_type,primary_topic,primary_intent,indexable,in_sitemap,internal_links_in_aprox,internal_links_out_aprox,last_modified_if_available,notes
"alefotografo.com.br","https://www.alefotografo.com.br/videos/curso-de-prestacao-de-contas-eleitorais-2026-turma-sao-paulo","/videos/curso-de-prestacao-de-contas-eleitorais-2026-turma-sao-paulo","200","","https://www.alefotografo.com.br/videos/curso-de-prestacao-de-contas-eleitorais-2026-turma-sao-paulo","Curso de Prestação de Contas Eleitorais 2026 Turma São…","Vídeo da turma São Paulo do Curso de Prestação de Contas Eleitorais 2026, com produção audiovisual de Alê Fotógrafo.","Curso de Prestação de Contas Eleitorais 2026 Turma São Paulo","","text/html; charset=utf-8","447","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/unipac-50-anos","/videos/unipac-50-anos","200","","https://www.alefotografo.com.br/videos/unipac-50-anos","Unipac 50 anos Alê Fotógrafo","Vídeo corporativo dos 50 anos da Unipac, com produção audiovisual realizada por Alê Fotógrafo.","Unipac 50 anos","","text/html; charset=utf-8","441","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/genesis-inteligencia-artificial-na-feira-hospitalar","/videos/genesis-inteligencia-artificial-na-feira-hospitalar","200","","https://www.alefotografo.com.br/videos/genesis-inteligencia-artificial-na-feira-hospitalar","Genesis Inteligência Artificial na Feira Hospitalar","Cobertura em vídeo da participação da Genesis Inteligência Artificial na Feira Hospitalar, evento de negócios do setor de saúde.","Genesis Inteligência Artificial na Feira Hospitalar","","text/html; charset=utf-8","456","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/11-forum-abradilan-2026","/videos/11-forum-abradilan-2026","200","","https://www.alefotografo.com.br/videos/11-forum-abradilan-2026","11º Fórum ABRADILAN 2026 Alê Fotógrafo","O 11º Fórum ABRADILAN 2026, um encontro marcado por conteúdo estratégico, troca de experiências e conexões importantes para o setor farmacêutico. Cobertura…","11º Fórum ABRADILAN 2026","","text/html; charset=utf-8","428","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/video-corporativo-do-11o-forum-abradilan-2026-cobertura-de-evento-empresarial","/videos/video-corporativo-do-11o-forum-abradilan-2026-cobertura-de-evento-empresarial","200","","https://www.alefotografo.com.br/videos/video-corporativo-do-11o-forum-abradilan-2026-cobertura-de-evento-empresarial","Vídeo Corporativo do 11º Fórum Abradilan 2026 Cobertura…","Vídeo corporativo do 11º Fórum Abradilan 2026, com cobertura audiovisual do evento empresarial.","Vídeo Corporativo do 11º Fórum Abradilan 2026 Cobertura de Evento Empresarial","","text/html; charset=utf-8","441","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/nitriflex-industria-quimica-de-polimeros-especiais-e-borrachas-nitrilicas","/videos/nitriflex-industria-quimica-de-polimeros-especiais-e-borrachas-nitrilicas","200","","https://www.alefotografo.com.br/videos/nitriflex-industria-quimica-de-polimeros-especiais-e-borrachas-nitrilicas","Nitriflex: Indústria Química de Polímeros Especiais e…","Vídeo institucional da Nitriflex, indústria química brasileira com mais de 50 anos no mercado, especializada em polímeros especiais, borrachas nitrílicas…","Nitriflex: Indústria Química de Polímeros Especiais e Borrachas Nitrílicas","","text/html; charset=utf-8","452","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/flexfunds-fundos-de-investimento-e-solucoes-financeiras-para-o-mercado-corporati","/videos/flexfunds-fundos-de-investimento-e-solucoes-financeiras-para-o-mercado-corporati","200","","https://www.alefotografo.com.br/videos/flexfunds-fundos-de-investimento-e-solucoes-financeiras-para-o-mercado-corporati","FlexFunds: Fundos de Investimento e Soluções Financeiras…","Vídeo da FlexFunds sobre fundos de investimento e soluções financeiras voltadas ao mercado corporativo.","FlexFunds: Fundos de Investimento e Soluções Financeiras para o Mercado Corporativo","","text/html; charset=utf-8","439","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/fiorde-logistica-solucoes-logisticas-integradas-para-empresas","/videos/fiorde-logistica-solucoes-logisticas-integradas-para-empresas","200","","https://www.alefotografo.com.br/videos/fiorde-logistica-solucoes-logisticas-integradas-para-empresas","Fiorde Logística: Soluções Logísticas Integradas para…","Vídeo institucional da Fiorde Logística destacando estrutura operacional, transporte, armazenagem, distribuição e gestão de processos para o mercado…","Fiorde Logística: Soluções Logísticas Integradas para Empresas","","text/html; charset=utf-8","428","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/ativa-log","/videos/ativa-log","200","","https://www.alefotografo.com.br/videos/ativa-log","ATIVA Log Vídeo Institucional Alê Fotógrafo","A ATIVA Log apresenta sua estrutura logística, tecnologia e capacidade operacional. Armazenagem, movimentação de cargas, transporte, conferência e…","ATIVA Log Vídeo Institucional","","text/html; charset=utf-8","416","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/video-manifesto-empreendimento-estrutura-e-proposito","/videos/video-manifesto-empreendimento-estrutura-e-proposito","200","","https://www.alefotografo.com.br/videos/video-manifesto-empreendimento-estrutura-e-proposito","Vídeo Manifesto Empreendimento, Estrutura e Propósito","Vídeo manifesto que apresenta a essência de um empreendimento moderno: localização, construção, tecnologia, ambientes internos e diferenciais.","Vídeo Manifesto Empreendimento, Estrutura e Propósito","","text/html; charset=utf-8","434","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/ibis-jau-evento-experiencia-e-producao-audiovisual-ale-fotografo","/videos/ibis-jau-evento-experiencia-e-producao-audiovisual-ale-fotografo","200","","https://www.alefotografo.com.br/videos/ibis-jau-evento-experiencia-e-producao-audiovisual-ale-fotografo","ibis Jaú Evento, Experiência e Produção Audiovisual Alê…","Vídeo do evento do ibis Jaú, com registro da experiência e da produção audiovisual assinada por Alê Fotógrafo.","ibis Jaú Evento, Experiência e Produção Audiovisual Alê Fotógrafo","","text/html; charset=utf-8","452","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/curso-de-prestacao-de-contas-eleitorais-2026-com-professora-rita-producao-ale-fotografo","/videos/curso-de-prestacao-de-contas-eleitorais-2026-com-professora-rita-producao-ale-fotografo","200","","https://www.alefotografo.com.br/videos/curso-de-prestacao-de-contas-eleitorais-2026-com-professora-rita-producao-ale-fotografo","Curso de Prestação de Contas Eleitorais 2026 com…","Cobertura audiovisual do Curso de Prestação de Contas Eleitorais 2026 com a Professora Rita: estrutura, recepção, networking, aula e interação dos…","Curso de Prestação de Contas Eleitorais 2026 com Professora Rita","","text/html; charset=utf-8","456","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/ibde-rio2026","/videos/ibde-rio2026","200","","https://www.alefotografo.com.br/videos/ibde-rio2026","VIII Congresso Brasileiro de Direito da Empresa IBDE Rio…","Cobertura audiovisual do VIII Congresso Brasileiro de Direito da Empresa realizado pelo IBDE no Rio de Janeiro — palestras, painéis, público e principais…","VIII Congresso Brasileiro de Direito da Empresa IBDE Rio de Janeiro","","text/html; charset=utf-8","465","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/onemba","/videos/onemba","200","","https://www.alefotografo.com.br/videos/onemba","OneMBA Produção Audiovisual Alê Fotógrafo","Produção audiovisual do OneMBA: aulas, depoimentos, atividades em grupo e momentos de interação em uma jornada executiva de desenvolvimento profissional.","OneMBA Produção Audiovisual Alê Fotógrafo","","text/html; charset=utf-8","435","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/22-forum-de-comprasive-university","/videos/22-forum-de-comprasive-university","200","","https://www.alefotografo.com.br/videos/22-forum-de-comprasive-university","22º Fórum de Compras &amp; Sourcing Alê Fotógrafo","Cobertura audiovisual do 22º Fórum de Compras &amp; Sourcing: conteúdo, networking, painéis com especialistas e palestras com empresas e profissionais do setor.","22º Fórum de Compras &amp; Sourcing","","text/html; charset=utf-8","439","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/9faznegocios","/videos/9faznegocios","200","","https://www.alefotografo.com.br/videos/9faznegocios","Faz Farma Faz Negócio 9ª Edição Produção Audiovisual Alê…","A 9ª edição do Faz Farma Faz Negócio foi marcada por conteúdo, networking, integração e relacionamento entre profissionais e grandes marcas do setor…","Faz Farma Faz Negócio 9ª Edição Produção Audiovisual Alê Fotógrafo","","text/html; charset=utf-8","509","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/depoimento-de-cliente-hausy-robotton-producao-ale-fotografo","/videos/depoimento-de-cliente-hausy-robotton-producao-ale-fotografo","200","","https://www.alefotografo.com.br/videos/depoimento-de-cliente-hausy-robotton-producao-ale-fotografo","Depoimento de Cliente Hausy Robotton Produção Alê…","Depoimento em vídeo do cliente Hausy Robotton, com produção audiovisual assinada por Alê Fotógrafo.","Depoimento de Cliente Hausy Robotton Produção Alê Fotógrafo","","text/html; charset=utf-8","438","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/video-institucional-bmx-logistica","/videos/video-institucional-bmx-logistica","200","","https://www.alefotografo.com.br/videos/video-institucional-bmx-logistica","Vídeo Institucional BMX Logística Alê Fotógrafo","Neste vídeo, apresentamos uma visão profissional sobre a BMX Logística, mostrando como a BMX Logística atua com foco em qualidade, confiança e resultado. A…","Vídeo Institucional BMX Logística","","text/html; charset=utf-8","492","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; (11) 913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/9-forum-abradilan","/videos/9-forum-abradilan","200","","https://www.alefotografo.com.br/videos/9-forum-abradilan","9º Forum ABRADILAN Alê Fotógrafo","A ABRADILAN promove o seu 9º Fórum ABRADILAN com a presença de seus associados e parceiros, conteúdo exclusivo para o setor e de grande valor.","9º Forum ABRADILAN","","text/html; charset=utf-8","421","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/professora-rita-curso-de-prestacao-de-contas-eleitorais-2024","/videos/professora-rita-curso-de-prestacao-de-contas-eleitorais-2024","200","","https://www.alefotografo.com.br/videos/professora-rita-curso-de-prestacao-de-contas-eleitorais-2024","Professora Rita Curso de Prestação de Contas Eleitorais 2024","A Professora Rita propomove seu exclusivo Curso de Prestação de Contas Eleitorais 2024, um evento incrível com muito conteúdo e com a presença de alunos de…","Professora Rita Curso de Prestação de Contas Eleitorais 2024","","text/html; charset=utf-8","478","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/unitec-video-institucional","/videos/unitec-video-institucional","200","","https://www.alefotografo.com.br/videos/unitec-video-institucional","UNITEC - Video Institucional Alê Fotógrafo","Vídeo institucional da UNITEC, com produção audiovisual realizada por Alê Fotógrafo para a comunicação da empresa.","UNITEC - Video Institucional","","text/html; charset=utf-8","427","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/ativa-log-estrutura-operacao-e-eficiencia-logistica","/videos/ativa-log-estrutura-operacao-e-eficiencia-logistica","200","","https://www.alefotografo.com.br/videos/ativa-log-estrutura-operacao-e-eficiencia-logistica","ATIVA Log Estrutura, Operação e Eficiência Logística","Vídeo institucional da ATIVA Log apresentando a estrutura, a operação e a eficiência logística da empresa.","ATIVA Log Estrutura, Operação e Eficiência Logística","","text/html; charset=utf-8","411","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/ibde-mendoza-iii-congresso-internacional","/videos/ibde-mendoza-iii-congresso-internacional","200","","https://www.alefotografo.com.br/videos/ibde-mendoza-iii-congresso-internacional","IBDE Mendoza III Congresso Internacional Alê Fotógrafo","O IBDE realizou com maestria do III Congresso Internacional em Mendonza com a presença de grandes nomes do Direito.","IBDE Mendoza III Congresso Internacional","","text/html; charset=utf-8","451","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/abradilan-25-anos","/videos/abradilan-25-anos","200","","https://www.alefotografo.com.br/videos/abradilan-25-anos","ABRADILAN 25 anos Alê Fotógrafo","Video do jantar de posse da nova diretoria da ABRADILAN e comemoração de 25 anos da ABRADILAN.","ABRADILAN 25 anos","","text/html; charset=utf-8","414","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/encontro-farmarcas-2023","/videos/encontro-farmarcas-2023","200","","https://www.alefotografo.com.br/videos/encontro-farmarcas-2023","Encontro Farmarcas 2023 Alê Fotógrafo","A Mais Corporativo mais uma vez mostra para que veio, nesse evento grande, desafiante e incrível o Encontro Farmarcas 2023, maior evento da Industria…","Encontro Farmarcas 2023","","text/html; charset=utf-8","456","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/15-convencao-abradilan-barcelo-bavaro-palace-punta-cana-01-a-06-nov-2022","/videos/15-convencao-abradilan-barcelo-bavaro-palace-punta-cana-01-a-06-nov-2022","200","","https://www.alefotografo.com.br/videos/15-convencao-abradilan-barcelo-bavaro-palace-punta-cana-01-a-06-nov-2022","15° CONVENÇÃO ABRADILAN - BARCELÓ BAVARO PALACE - PUNTA CANA","Vídeo da 15ª Convenção ABRADILAN realizada no Barceló Bávaro Palace, em Punta Cana, com registro audiovisual do encontro.","15° CONVENÇÃO ABRADILAN - BARCELÓ BAVARO PALACE - PUNTA CANA","","text/html; charset=utf-8","427","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/convencao-de-vendas-2023-tecnisa","/videos/convencao-de-vendas-2023-tecnisa","200","","https://www.alefotografo.com.br/videos/convencao-de-vendas-2023-tecnisa","Convenção de Vendas 2023 - Tecnisa Alê Fotógrafo","Produção de Fotografias e Videos em Stand de Feira de Negócios no Expo São Paulo.Gravação e edição: www.alefotografo.com.brWhats (11) 91355-0533","Convenção de Vendas 2023 - Tecnisa","","text/html; charset=utf-8","439","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:(11) 91355-0533; +55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/copapharma-coquetel-de-lancamento","/videos/copapharma-coquetel-de-lancamento","200","","https://www.alefotografo.com.br/videos/copapharma-coquetel-de-lancamento","Copapharma Coquetel de Lançamento Alê Fotógrafo","Cobertura em vídeo do coquetel de lançamento da Copapharma, com registro audiovisual do evento.","Copapharma Coquetel de Lançamento","","text/html; charset=utf-8","446","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/faz-negocios-3","/videos/faz-negocios-3","200","","https://www.alefotografo.com.br/videos/faz-negocios-3","Faz Negócios 3 Alê Fotógrafo","Vídeo do evento corporativo Faz Negócios 3, com cobertura audiovisual realizada por Alê Fotógrafo.","Faz Negócios 3","","text/html; charset=utf-8","438","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/festa-de-confraternizacao-2022-tecnisa","/videos/festa-de-confraternizacao-2022-tecnisa","200","","https://www.alefotografo.com.br/videos/festa-de-confraternizacao-2022-tecnisa","Festa de Confraternização 2022 - Tecnisa Alê Fotógrafo","Uma empresa é feita por pessoas, este video é um reconhecimento para quem no dia a dia faz o negócio acontecer na Tecnisa.","Festa de Confraternização 2022 - Tecnisa","","text/html; charset=utf-8","427","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/ii-congreso-brasileiro-de-direito-da-empresa","/videos/ii-congreso-brasileiro-de-direito-da-empresa","200","","https://www.alefotografo.com.br/videos/ii-congreso-brasileiro-de-direito-da-empresa","III Congreso Brasileiro de Direito da Empresa","O II Congresso Brasileiro do Direito da Empresa na cidade do Rio de Janeiro. Congresso que teve a presença de nomes ilustres do Direito e foram debatidos as…","III Congreso Brasileiro de Direito da Empresa","","text/html; charset=utf-8","474","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/sq-quimica-34-premio-sitivesp-de-fornecedor-do-ano","/videos/sq-quimica-34-premio-sitivesp-de-fornecedor-do-ano","200","","https://www.alefotografo.com.br/videos/sq-quimica-34-premio-sitivesp-de-fornecedor-do-ano","SQ Quimica - 34º Premio SITIVESP de Fornecedor do Ano","A SQ Química confirmou, pelo segundo ano consecutivo, que inovação e tecnologia estão mesmo presentes no seu DNA. É que no último dia 25 de novembro, a…","SQ Quimica - 34º Premio SITIVESP de Fornecedor do Ano","","text/html; charset=utf-8","471","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/onemba-class-2023-sao-paulo","/videos/onemba-class-2023-sao-paulo","200","","https://www.alefotografo.com.br/videos/onemba-class-2023-sao-paulo","OneMBA Class 2023 - São Paulo Alê Fotógrafo","Vídeo da turma OneMBA Class 2023 em São Paulo, com registro audiovisual do programa realizado por Alê Fotógrafo.","OneMBA Class 2023 - São Paulo","","text/html; charset=utf-8","435","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/galena-celebra","/videos/galena-celebra","200","","https://www.alefotografo.com.br/videos/galena-celebra","Galena Celebra Alê Fotógrafo","A Galena promove o seu evento &quot;Celebra&quot; juntamento com seus parceiros.","Galena Celebra","","text/html; charset=utf-8","428","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/sipat-2022-foseco","/videos/sipat-2022-foseco","200","","https://www.alefotografo.com.br/videos/sipat-2022-foseco","SIPAT 2022 - Foseco Alê Fotógrafo","A Foseco fecha sua Semana da SIPAT 2022 com um evento para toda a familia Foseco, seus colaboradores puderam apresentar as depedências de toda a fábrica para…","SIPAT 2022 - Foseco","","text/html; charset=utf-8","468","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/sq-quimica-unidade-vinhedo","/videos/sq-quimica-unidade-vinhedo","200","","https://www.alefotografo.com.br/videos/sq-quimica-unidade-vinhedo","SQ Quimica - Unidade Vinhedo Alê Fotógrafo","SQ Quimica inaugura sua unidade em Vinhedo","SQ Quimica - Unidade Vinhedo","","text/html; charset=utf-8","425","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/encontro-farmarcas-2022","/videos/encontro-farmarcas-2022","200","","https://www.alefotografo.com.br/videos/encontro-farmarcas-2022","Encontro Farmarcas 2022 Alê Fotógrafo","A Farmarcas promove seu tradicional Encontro de Associados que movimenta toda a cadeia farmacêutica, nesses dias os olhos da indústria ficam voltados para…","Encontro Farmarcas 2022","","text/html; charset=utf-8","438","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/i-congresso-brasileiro-de-direito-da-empresa-no-novo-futebol-ibde","/videos/i-congresso-brasileiro-de-direito-da-empresa-no-novo-futebol-ibde","200","","https://www.alefotografo.com.br/videos/i-congresso-brasileiro-de-direito-da-empresa-no-novo-futebol-ibde","I Congresso Brasileiro de Direito da Empresa no Novo…","O IBDE promove o 1º Congresso Brasileiro de Direito da Empresa no Novo Futebol em São Paulo no Hotel Intercontinental, com a presença de grandes nomes da…","I Congresso Brasileiro de Direito da Empresa no Novo Futebol - IBDE","","text/html; charset=utf-8","472","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/galena-35-anos","/videos/galena-35-anos","200","","https://www.alefotografo.com.br/videos/galena-35-anos","Galena 35 anos Alê Fotógrafo","Video do evento que marcou os 35 anos da Galena, em grande estilo a Galena mostrou para seus amigos e clientes que os próximos anos vão ser incríveis, com…","Galena 35 anos","","text/html; charset=utf-8","452","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/ativa-logistiva-video-do-programa-de-sustentabilidade","/videos/ativa-logistiva-video-do-programa-de-sustentabilidade","200","","https://www.alefotografo.com.br/videos/ativa-logistiva-video-do-programa-de-sustentabilidade","ATIVA Logística - Vídeo do programa de sustentabilidade","A ATIVA Logística apresenta seu programa de sustentabilidade, mostrando diversas ações internas e colhendo muitos resultados com essa iniciativa. video…","ATIVA Logística - Vídeo do programa de sustentabilidade","","text/html; charset=utf-8","489","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/sq-quimica-na-abrafati-show-2022","/videos/sq-quimica-na-abrafati-show-2022","200","","https://www.alefotografo.com.br/videos/sq-quimica-na-abrafati-show-2022","SQ QUIMICA na ABRAFATI SHOW 2022 Alê Fotógrafo","A SQ Quimica vem crescendo e se destacando no mercado, veja como foi a sua participação no ABRAFATI SHOW 2022 @alefotografo","SQ QUIMICA na ABRAFATI SHOW 2022","","text/html; charset=utf-8","448","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
"alefotografo.com.br","https://www.alefotografo.com.br/videos/ensaio-de-retratos-profissionais-ale-fotografo","/videos/ensaio-de-retratos-profissionais-ale-fotografo","200","","https://www.alefotografo.com.br/videos/ensaio-de-retratos-profissionais-ale-fotografo","Ensaio de Retratos profissionais - Alê Fotógrafo","Ensaio fotográfico realizado no estúdio da @Lumitec Foto para os integrantes da @Salomãoconcursos. @alefotografo Tags: #retratosprofissionais…","Ensaio de Retratos profissionais - Alê Fotógrafo","","text/html; charset=utf-8","426","video","","portfolio-video","yes","yes","","102","","schema:,LocalBusiness,ProfessionalService,VideoObject,BreadcrumbList; tel:+55-11-91355-0533; +5511913550533; 5511913550533; 11913550533"
